帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
121,1,10.026,-4.999,-0.825,红色,本帧颜色确认,0.295,红色,0.617
121,2,10.832,-8.275,-0.820,红色,本帧颜色确认,0.240,红色,0.672
121,3,13.588,-2.116,-0.852,未知,雷达框未匹配,,,
121,4,3.393,-2.303,-0.649,大黄锥,本帧颜色确认,0.667,大黄锥,0.921
121,5,9.714,1.421,-0.840,红色,本帧颜色确认,0.398,红色,0.672
121,6,7.273,-6.030,-0.845,蓝色,本帧颜色确认,0.302,蓝色,0.722
121,7,11.108,-1.222,-0.814,蓝色,本帧颜色确认,0.267,蓝色,0.383
121,8,4.346,0.466,-0.648,大黄锥,本帧颜色确认,0.792,大黄锥,0.946
121,9,12.388,-5.266,-0.822,小黄锥,沿用历史颜色,,,
121,10,13.960,1.162,-0.780,蓝色,沿用历史颜色,,,
121,11,5.796,-3.762,-0.863,蓝色,本帧颜色确认,0.324,蓝色,0.560
121,12,16.168,-8.248,-0.925,未知,雷达框未匹配,,,
121,13,15.999,4.897,-0.854,未知,雷达框未匹配,,,
121,14,15.384,-2.595,-0.857,小黄锥,本帧颜色确认,0.629,大黄锥,0.129
