帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
757,1,7.342,-4.417,-0.782,红色,本帧颜色确认,0.720,红色,0.722
757,2,8.437,-2.808,-0.830,小黄锥,沿用历史颜色,,,
757,3,8.971,-0.077,-0.762,未知,雷达框未匹配,,,
757,4,7.881,-6.110,-0.802,红色,本帧颜色确认,0.621,红色,0.722
757,5,8.271,2.058,-0.716,蓝色,本帧颜色确认,0.395,蓝色,0.500
757,6,10.012,-3.044,-0.826,小黄锥,沿用历史颜色,,,
757,7,6.867,5.164,-0.794,红色,沿用历史颜色,,,
757,8,9.442,3.624,-0.801,蓝色,沿用历史颜色,,,
757,9,10.849,8.108,-0.780,蓝色,沿用历史颜色,,,
757,10,6.567,-2.904,-0.787,红色,本帧颜色确认,0.693,红色,0.808
757,11,5.015,-6.936,-0.812,蓝色,沿用历史颜色,,,
757,12,10.121,-0.255,-0.815,小黄锥,沿用历史颜色,,,
757,13,3.869,-4.409,-0.886,蓝色,沿用历史颜色,,,
757,14,6.911,0.751,-0.829,蓝色,沿用历史颜色,,,
757,15,4.387,2.680,-0.832,红色,沿用历史颜色,,,
757,16,7.964,8.354,-0.758,红色,沿用历史颜色,,,
