帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
189,1,7.764,-2.556,-0.823,红色,本帧颜色确认,0.299,红色,0.722
189,2,8.554,1.082,-0.838,未知,雷达框未匹配,,,
189,3,6.680,-7.041,-0.822,蓝色,本帧颜色确认,0.356,蓝色,0.672
189,4,7.611,3.701,-0.829,小黄锥,本帧颜色确认,0.124,小黄锥,0.138
189,5,5.548,7.016,-0.812,蓝色,沿用历史颜色,,,
189,6,6.507,3.398,-0.778,小黄锥,本帧颜色确认,0.607,大黄锥,0.617
189,7,5.063,5.132,-0.841,蓝色,本帧颜色确认,0.523,蓝色,0.808
189,8,7.077,0.671,-0.761,小黄锥,本帧颜色确认,0.536,大黄锥,0.193
189,9,9.689,-6.225,-0.807,红色,本帧颜色确认,0.297,红色,0.768
189,10,5.469,-4.429,-0.856,蓝色,沿用历史颜色,,,
189,11,16.589,11.420,-0.948,未知,雷达框未匹配,,,
189,12,6.654,-1.184,-0.889,红色,沿用历史颜色,,,
189,13,5.340,-0.117,-0.856,红色,本帧颜色确认,0.466,红色,0.842
