帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
584,1,6.442,3.703,-0.798,小黄锥,本帧颜色确认,0.579,小黄锥,0.842
584,2,10.442,0.105,-0.723,小黄锥,沿用历史颜色,,,
584,3,10.518,1.047,-0.762,小黄锥,本帧匹配成功,0.270,大黄锥,0.129
584,4,8.680,1.021,-0.798,小黄锥,沿用历史颜色,,,
584,5,10.718,3.638,-0.739,小黄锥,本帧颜色确认,0.340,小黄锥,0.129
584,6,8.412,3.708,-0.806,小黄锥,沿用历史颜色,,,
584,7,4.243,7.979,-0.770,未知,雷达框未匹配,,,
584,8,6.832,0.929,-0.816,小黄锥,本帧颜色确认,0.439,大黄锥,0.722
584,9,4.260,0.984,-0.777,小黄锥,本帧颜色确认,0.737,大黄锥,0.577
584,10,10.590,2.385,-0.741,小黄锥,本帧颜色确认,0.213,大黄锥,0.617
