帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
20,1,8.701,-2.241,-0.785,红色,沿用历史颜色,,,
20,2,12.041,-1.317,-0.765,蓝色,本帧颜色确认,0.364,蓝色,0.278
20,3,3.333,2.192,-0.621,大黄锥,本帧颜色确认,0.744,大黄锥,0.939
20,4,10.582,-0.301,-0.807,蓝色,本帧颜色确认,0.338,蓝色,0.383
20,5,10.355,-4.055,-0.789,红色,本帧颜色确认,0.304,红色,0.768
20,6,7.948,5.451,-0.810,蓝色,沿用历史颜色,,,
20,7,10.178,3.471,-0.738,红色,本帧颜色确认,0.510,红色,0.672
20,8,14.450,-6.823,-0.779,蓝色,本帧匹配成功,0.175,蓝色,0.383
20,9,5.983,-0.861,-0.820,未知,雷达框未匹配,,,
20,10,8.941,-17.552,-0.840,未知,雷达框未匹配,,,
20,11,13.177,-2.756,-0.766,未知,雷达框未匹配,,,
20,12,12.027,7.336,-0.763,红色,本帧匹配成功,0.468,红色,0.722
20,13,11.378,-10.146,-0.761,红色,本帧匹配成功,0.260,红色,0.722
