帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
402,1,8.352,-4.392,-0.798,红色,本帧颜色确认,0.417,红色,0.768
402,2,7.279,-2.526,-0.828,红色,本帧颜色确认,0.546,红色,0.808
402,3,8.997,-6.427,-0.745,红色,本帧颜色确认,0.317,红色,0.722
402,4,13.097,-1.541,-0.757,红色,颜色冲突，保持原色,0.375,大黄锥,0.328
402,5,6.025,-6.774,-0.826,蓝色,本帧颜色确认,0.300,蓝色,0.842
402,6,13.849,-8.214,-0.830,蓝色,沿用历史颜色,,,
402,7,10.711,-5.058,-0.816,小黄锥,颜色冲突，已修改,0.230,小黄锥,0.158
402,8,12.015,-3.191,-0.823,红色,本帧颜色确认,0.247,红色,0.129
402,9,12.097,-8.674,-0.864,蓝色,沿用历史颜色,,,
402,10,13.002,-6.576,-0.819,未知,雷达框未匹配,,,
402,11,4.862,-4.290,-0.859,蓝色,本帧颜色确认,0.485,蓝色,0.871
402,12,14.548,0.225,-0.810,小黄锥,本帧匹配成功,0.385,大黄锥,0.233
402,13,14.474,-4.480,-0.855,小黄锥,本帧匹配成功,0.140,大黄锥,0.278
402,14,4.589,0.166,-0.834,红色,本帧颜色确认,0.574,红色,0.871
402,15,15.449,-0.598,-0.759,小黄锥,本帧颜色确认,0.384,大黄锥,0.328
