帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
67,1,7.266,-6.360,-0.830,蓝色,本帧颜色确认,0.336,蓝色,0.808
67,2,11.220,2.288,-0.780,红色,本帧颜色确认,0.328,红色,0.617
67,3,13.968,1.622,-0.256,未知,雷达框未匹配,,,
67,4,13.996,-1.325,-0.357,未知,雷达框未匹配,,,
67,5,8.859,4.043,-0.787,红色,本帧颜色确认,0.312,红色,0.808
67,6,7.505,6.225,-0.818,红色,本帧颜色确认,0.246,红色,0.768
67,7,8.604,-4.066,-0.807,蓝色,本帧颜色确认,0.338,蓝色,0.768
67,8,10.961,-2.177,-0.755,蓝色,本帧颜色确认,0.428,蓝色,0.672
67,9,6.630,2.114,-0.857,蓝色,沿用历史颜色,,,
67,10,4.468,-5.326,-0.838,红色,本帧颜色确认,0.641,红色,0.871
67,11,6.192,-2.283,-0.807,红色,本帧匹配成功,0.498,红色,0.842
67,12,4.859,5.064,-0.861,未知,雷达框未匹配,,,
67,13,3.730,-0.981,-0.751,小黄锥,本帧颜色确认,0.436,小黄锥,0.896
